ticker,earnings_datetime_utc,eps_actual,eps_opinion
NVDA,2023-02-22T00:00:00Z,0.57,0.3536020408163264
NVDA,2023-05-24T00:00:00Z,0.83,0.1133068965517241
NVDA,2023-08-23T00:00:00Z,2.5,0.1234499999999999
NVDA,2023-11-21T00:00:00Z,3.75,0.1372846153846154
NVDA,2024-02-21T00:00:00Z,4.98,1.15748813559322
NVDA,2024-05-22T00:00:00Z,6.04,0.5614055555555556
NVDA,2024-08-28T00:00:00Z,0.68,0.6128264705882351
NVDA,2024-11-20T00:00:00Z,0.79,0.7223944444444445
NVDA,2025-02-26T00:00:00Z,0.9,2.9977049180327873
NVDA,2025-05-28T00:00:00Z,0.77,0.8791081081081081
NVDA,2025-08-27T00:00:00Z,1.08,0.9973030303030304
NVDA,2025-11-19T00:00:00Z,1.31,1.138757575757576
ORCL,2021-03-10T00:00:00Z,1.72,1.0047
ORCL,2021-06-15T00:00:00Z,1.42,4.005942857142857
ORCL,2021-09-13T00:00:00Z,0.89,1.0312631578947369
ORCL,2021-12-09T00:00:00Z,-0.46,1.1123333333333332
ORCL,2022-03-10T00:00:00Z,0.87,1.177894736842105
ORCL,2022-06-13T00:00:00Z,1.2,4.74925
ORCL,2022-09-12T00:00:00Z,0.58,1.0668947368421051
ORCL,2022-12-12T00:00:00Z,0.65,1.1784
ORCL,2023-03-09T00:00:00Z,0.7,1.241888888888889
ORCL,2023-06-12T00:00:00Z,1.23,4.92905882352941
ORCL,2023-09-11T00:00:00Z,0.89,1.1886
ORCL,2023-12-11T00:00:00Z,0.91,1.3360526315789476
ORCL,2024-03-11T00:00:00Z,0.87,1.3654444444444445
ORCL,2024-06-11T00:00:00Z,1.14,5.5212941176470585
ORCL,2024-09-09T00:00:00Z,1.06,1.326157894736842
ORCL,2024-12-09T00:00:00Z,1.13,1.48045
ORCL,2025-03-10T00:00:00Z,1.05,1.4927199999999996
ORCL,2025-06-11T00:00:00Z,1.22,5.862095238095236
ORCL,2025-09-09T00:00:00Z,1.04,1.4795172413793098
ORCL,2025-12-10T00:00:00Z,2.14,1.6397142857142857
PFE,2021-05-04T00:00:00Z,0.87,0.7699999999999999
PFE,2021-07-28T00:00:00Z,1.04,0.9728571428571432
PFE,2021-11-02T00:00:00Z,1.45,1.1079230769230768
PFE,2022-02-08T00:00:00Z,0.64,4.076999999999999
PFE,2022-05-03T00:00:00Z,1.4,1.505285714285714
PFE,2022-07-28T00:00:00Z,1.76,1.7791428571428576
PFE,2022-11-01T00:00:00Z,1.54,1.854357142857143
PFE,2023-01-31T00:00:00Z,0.89,5.959
PFE,2023-05-02T00:00:00Z,0.98,0.9630714285714284
PFE,2023-08-01T00:00:00Z,0.41,0.5908
PFE,2023-10-31T00:00:00Z,-0.42,-0.0205333333333332
PFE,2024-01-30T00:00:00Z,-0.59,1.8444166666666673
PFE,2024-05-01T00:00:00Z,0.55,0.5380000000000001
PFE,2024-07-30T00:00:00Z,0.01,0.4476428571428571
PFE,2024-10-29T00:00:00Z,0.79,0.6168571428571429
PFE,2025-02-04T00:00:00Z,0.07,2.497458333333334
PFE,2025-04-29T00:00:00Z,0.52,0.6839999999999999
PFE,2025-08-05T00:00:00Z,0.51,0.5841666666666667
PFE,2025-11-04T00:00:00Z,0.62,0.6407142857142857
PG,2021-04-20T00:00:00Z,1.3,1.2076428571428572
PG,2021-07-30T00:00:00Z,1.16,5.241625
PG,2021-10-19T00:00:00Z,1.66,1.6148571428571423
PG,2022-01-19T00:00:00Z,1.72,1.6517058823529411
PG,2022-04-20T00:00:00Z,1.37,1.2895
PG,2022-07-29T00:00:00Z,1.24,5.826652173913044
PG,2022-10-19T00:00:00Z,1.62,1.5445
PG,2023-01-19T00:00:00Z,1.63,1.5883333333333336
PG,2023-04-21T00:00:00Z,1.41,1.3235882352941175
PG,2023-07-28T00:00:00Z,1.4,6.029782608695652
PG,2023-10-18T00:00:00Z,1.89,1.717764705882353
PG,2024-01-23T00:00:00Z,1.44,1.6962499999999998
PG,2024-04-19T00:00:00Z,1.56,1.4527647058823532
PG,2024-07-30T00:00:00Z,1.3,6.37536
PG,2024-10-18T00:00:00Z,1.65,1.9018499999999996
PG,2025-01-22T00:00:00Z,1.94,1.8617222222222225
PG,2025-04-24T00:00:00Z,1.58,1.539111111111111
PG,2025-07-29T00:00:00Z,1.51,6.784428571428572
PG,2025-10-24T00:00:00Z,2.0,1.983785714285714
PG,2026-01-22T00:00:00Z,1.82,2.0004166666666663
PTON,2021-05-06T00:00:00Z,-0.03,0.0172777777777777
PTON,2021-08-26T00:00:00Z,-1.05,0.0543666666666666
PTON,2021-11-04T00:00:00Z,-1.25,-1.055708333333333
PTON,2022-02-08T00:00:00Z,-1.39,-1.1733703703703702
PTON,2022-05-10T00:00:00Z,-2.27,-0.2677777777777778
PTON,2022-08-25T00:00:00Z,-3.72,-4.846545454545455
PTON,2022-11-03T00:00:00Z,-1.2,-0.6175999999999999
PTON,2023-02-01T00:00:00Z,-0.98,-0.6565652173913044
PTON,2023-05-04T00:00:00Z,-0.79,-0.45875
PTON,2023-08-23T00:00:00Z,-0.68,-1.67025
PTON,2023-11-02T00:00:00Z,-0.44,-0.3621111111111111
PTON,2024-02-01T00:00:00Z,-0.54,-0.4267777777777777
PTON,2024-05-02T00:00:00Z,-0.45,-0.3037777777777778
PTON,2024-08-22T00:00:00Z,-0.08,-1.07884375
PTON,2024-10-31T00:00:00Z,0.0,-0.1514999999999999
PTON,2025-02-06T00:00:00Z,-0.24,-0.2393333333333333
PTON,2025-05-08T00:00:00Z,-0.12,-0.1144166666666666
PTON,2025-08-07T00:00:00Z,0.05,-0.9124583333333336
PTON,2025-11-06T00:00:00Z,0.03,0.0052727272727272
PYPL,2021-05-05T00:00:00Z,0.94,
PYPL,2021-07-28T00:00:00Z,1.01,
PYPL,2021-11-08T00:00:00Z,0.93,
PYPL,2022-02-01T00:00:00Z,0.68,
PYPL,2022-04-27T00:00:00Z,0.44,
PYPL,2022-08-02T00:00:00Z,-0.29,
PYPL,2022-11-03T00:00:00Z,1.15,
PYPL,2023-02-09T00:00:00Z,0.81,
PYPL,2023-05-08T00:00:00Z,0.7,
PYPL,2023-08-02T00:00:00Z,0.93,
PYPL,2023-11-01T00:00:00Z,0.93,
PYPL,2024-02-07T00:00:00Z,1.3,
PYPL,2024-04-30T00:00:00Z,0.83,
PYPL,2024-07-30T00:00:00Z,1.08,
PYPL,2024-10-29T00:00:00Z,1.0,
PYPL,2025-02-04T00:00:00Z,1.12,
PYPL,2025-04-29T00:00:00Z,1.31,
PYPL,2025-07-29T00:00:00Z,1.3,
PYPL,2025-10-28T00:00:00Z,1.31,
QCOM,2021-04-28T00:00:00Z,1.55,1.2784705882352938
QCOM,2021-07-28T00:00:00Z,1.8,1.3528823529411766
QCOM,2021-11-03T00:00:00Z,2.48,6.34593103448276
QCOM,2022-02-02T00:00:00Z,3.02,3.013190476190476
QCOM,2022-04-27T00:00:00Z,2.61,2.4951904761904764
QCOM,2022-07-27T00:00:00Z,3.32,2.405761904761905
QCOM,2022-11-02T00:00:00Z,2.6,12.365
QCOM,2023-02-02T00:00:00Z,2.02,3.422090909090909
QCOM,2023-05-03T00:00:00Z,1.53,2.959277777777777
QCOM,2023-08-02T00:00:00Z,1.56,2.6071999999999997
QCOM,2023-11-01T00:00:00Z,1.46,12.566393939393944
QCOM,2024-01-31T00:00:00Z,2.52,2.235894736842105
QCOM,2024-05-01T00:00:00Z,2.03,2.2416500000000004
QCOM,2024-07-31T00:00:00Z,1.89,2.25125
QCOM,2024-11-06T00:00:00Z,2.62,9.872051282051284
QCOM,2025-02-05T00:00:00Z,2.86,2.940130434782609
QCOM,2025-04-30T00:00:00Z,2.55,2.720333333333334
QCOM,2025-07-30T00:00:00Z,2.44,2.6350952380952384
QCOM,2025-11-05T00:00:00Z,-2.89,11.022684210526316
RIG,2021-05-03T00:00:00Z,-0.16,-0.2425454545454545
RIG,2021-08-02T00:00:00Z,-0.17,-0.2399090909090909
RIG,2021-11-01T00:00:00Z,-0.2,-0.1968181818181818
RIG,2022-02-02T00:00:00Z,-0.4,-0.6838235294117647
RIG,2022-05-02T00:00:00Z,-0.26,-0.2353999999999999
RIG,2022-08-01T00:00:00Z,-0.1,-0.1488888888888888
RIG,2022-11-02T00:00:00Z,-0.04,-0.1797999999999999
RIG,2023-02-21T00:00:00Z,-0.48,-0.611
RIG,2023-05-01T00:00:00Z,-0.64,-0.2111111111111111
RIG,2023-07-31T00:00:00Z,-0.22,-0.1401
RIG,2023-10-30T00:00:00Z,-0.28,-0.2239090909090909
RIG,2024-02-19T00:00:00Z,-0.13,-1.0117058823529412
RIG,2024-04-29T00:00:00Z,0.12,-0.1529166666666666
RIG,2024-07-31T00:00:00Z,-0.15,-0.1147142857142857
RIG,2024-10-30T00:00:00Z,-0.56,0.0037142857142857
RIG,2025-02-17T00:00:00Z,0.01,-0.1507647058823529
RIG,2025-04-28T00:00:00Z,-0.09,0.0609999999999999
RIG,2025-08-04T00:00:00Z,-1.06,-0.014
RIG,2025-10-29T00:00:00Z,-2.0,0.0484545454545454
SLB,2021-04-23T00:00:00Z,0.21,-0.0074444444444444
SLB,2021-07-23T00:00:00Z,0.3,0.2114285714285714
SLB,2021-10-22T00:00:00Z,0.39,0.2500952380952381
SLB,2022-01-21T00:00:00Z,0.42,0.8855555555555557
SLB,2022-04-22T00:00:00Z,0.36,0.3301739130434782
SLB,2022-07-22T00:00:00Z,0.68,0.4084782608695653
SLB,2022-10-21T00:00:00Z,0.64,0.5089090909090909
SLB,2023-01-20T00:00:00Z,0.75,2.1365000000000003
SLB,2023-04-21T00:00:00Z,0.65,0.6201052631578947
SLB,2023-07-21T00:00:00Z,0.73,0.7104
SLB,2023-10-20T00:00:00Z,0.79,0.7656521739130434
SLB,2024-01-19T00:00:00Z,0.78,2.9188888888888886
SLB,2024-04-19T00:00:00Z,0.75,0.7457500000000001
SLB,2024-07-19T00:00:00Z,0.78,0.8257619047619048
SLB,2024-10-18T00:00:00Z,0.84,0.8798181818181819
SLB,2025-01-17T00:00:00Z,0.78,3.407323529411765
SLB,2025-04-25T00:00:00Z,0.58,0.7345714285714288
SLB,2025-07-18T00:00:00Z,0.75,0.7278947368421055
SLB,2025-10-17T00:00:00Z,0.5,0.8693636363636362
SLB,2026-01-23T00:00:00Z,0.55,3.5485624999999996
SNAP,2021-04-22T00:00:00Z,-0.19,-0.0864
SNAP,2021-07-22T00:00:00Z,-0.1,-0.0540967741935483
SNAP,2021-10-21T00:00:00Z,-0.05,0.0179411764705882
SNAP,2022-02-03T00:00:00Z,0.01,0.0933636363636363
SNAP,2022-04-21T00:00:00Z,-0.22,-0.0394666666666666
SNAP,2022-07-21T00:00:00Z,-0.26,-0.06825
SNAP,2022-10-20T00:00:00Z,-0.22,-0.0148387096774193
SNAP,2023-01-31T00:00:00Z,-0.18,-0.1351590909090909
SNAP,2023-04-27T00:00:00Z,-0.21,-0.0366428571428571
SNAP,2023-07-25T00:00:00Z,-0.24,-0.0984193548387096
SNAP,2023-10-24T00:00:00Z,-0.23,-0.001076923076923
SNAP,2024-02-06T00:00:00Z,-0.15,0.1110444444444444
SNAP,2024-04-25T00:00:00Z,-0.19,-0.0896363636363636
SNAP,2024-08-01T00:00:00Z,-0.15,-0.026076923076923
SNAP,2024-10-29T00:00:00Z,-0.09,-0.0225217391304347
SNAP,2025-02-04T00:00:00Z,0.01,-0.0789999999999999
SNAP,2025-04-29T00:00:00Z,-0.08,-0.005
SNAP,2025-08-05T00:00:00Z,-0.16,-0.0425925925925925
SNAP,2025-11-05T00:00:00Z,-0.06,0.0304074074074074
TSLA,2021-04-26T00:00:00Z,0.46,0.25309
TSLA,2021-07-26T00:00:00Z,1.18,0.3246
TSLA,2021-10-20T00:00:00Z,1.62,0.538495652173913
TSLA,2022-01-26T00:00:00Z,2.29,1.2606749999999998
TSLA,2022-04-20T00:00:00Z,3.2,0.743276
TSLA,2022-07-20T00:00:00Z,2.18,0.6372079999999999
TSLA,2022-10-19T00:00:00Z,1.05,1.0424782608695653
TSLA,2023-01-25T00:00:00Z,1.18,4.088536956521739
TSLA,2023-04-19T00:00:00Z,0.8,0.8475000000000003
TSLA,2023-07-19T00:00:00Z,0.85,0.7987083333333332
TSLA,2023-10-18T00:00:00Z,0.58,0.7131923076923076
TSLA,2024-01-24T00:00:00Z,2.49,4.767713636363637
TSLA,2024-04-23T00:00:00Z,0.45,0.512
TSLA,2024-07-23T00:00:00Z,0.44,0.6180416666666666
TSLA,2024-10-23T00:00:00Z,0.68,0.6802083333333333
TSLA,2025-01-29T00:00:00Z,0.66,2.424301886792452
TSLA,2025-04-22T00:00:00Z,0.13,0.3890357142857143
TSLA,2025-07-23T00:00:00Z,0.36,0.5688148148148148
TSLA,2025-10-22T00:00:00Z,0.43,0.6352307692307693
TSLA,2026-01-28T00:00:00Z,0.26,3.3005384615384625
T,2021-04-22T00:00:00Z,0.99,0.7702777777777778
T,2021-07-22T00:00:00Z,0.77,0.7832777777777777
T,2021-10-21T00:00:00Z,0.64,0.7884375000000001
T,2022-01-26T00:00:00Z,0.67,3.1782499999999994
T,2022-04-21T00:00:00Z,0.66,0.7732777777777778
T,2022-07-21T00:00:00Z,0.6,0.6156499999999998
T,2022-10-20T00:00:00Z,0.82,0.7368823529411765
T,2023-01-25T00:00:00Z,-3.2,3.088562500000001
T,2023-04-20T00:00:00Z,0.58,0.5968823529411764
T,2023-07-26T00:00:00Z,0.61,0.614625
T,2023-10-19T00:00:00Z,0.48,0.641875
T,2024-01-24T00:00:00Z,0.3,2.5715000000000003
T,2024-04-24T00:00:00Z,0.47,0.5377333333333334
T,2024-07-24T00:00:00Z,0.49,0.5769285714285716
T,2024-10-23T00:00:00Z,-0.03,0.5864999999999999
T,2025-01-27T00:00:00Z,0.56,2.450884615384616
T,2025-04-23T00:00:00Z,0.61,0.4999285714285714
T,2025-07-23T00:00:00Z,0.62,0.5385
T,2025-10-22T00:00:00Z,1.29,0.533
T,2026-01-28T00:00:00Z,0.53,2.1801111111111107
UNH,2021-04-15T00:00:00Z,5.14,4.3765882352941174
UNH,2021-07-15T00:00:00Z,4.52,4.306411764705882
UNH,2021-10-14T00:00:00Z,4.33,4.759764705882354
UNH,2022-01-19T00:00:00Z,4.33,18.215959999999995
UNH,2022-04-14T00:00:00Z,5.34,5.69505
UNH,2022-07-15T00:00:00Z,5.41,5.322684210526315
UNH,2022-10-14T00:00:00Z,5.63,5.422
UNH,2023-01-13T00:00:00Z,5.1,21.632468749999997
UNH,2023-04-14T00:00:00Z,6.01,6.117368421052633
UNH,2023-07-14T00:00:00Z,5.89,5.993380952380953
UNH,2023-10-13T00:00:00Z,6.31,6.497863636363636
UNH,2024-01-12T00:00:00Z,5.92,24.952225806451608
UNH,2024-04-16T00:00:00Z,-1.53,6.636399999999999
UNH,2024-07-16T00:00:00Z,4.58,6.864045454545456
UNH,2024-10-15T00:00:00Z,6.56,7.407333333333333
UNH,2025-01-16T00:00:00Z,6.03,27.27663636363636
UNH,2025-04-17T00:00:00Z,6.9,7.286473684210524
UNH,2025-07-29T00:00:00Z,3.76,4.66805
UNH,2025-10-28T00:00:00Z,2.59,4.791749999999999
UNH,2026-01-27T00:00:00Z,0.01,16.763344827586206
V,2021-04-27T00:00:00Z,1.38,
V,2021-07-27T00:00:00Z,1.18,
V,2021-10-26T00:00:00Z,1.65,
V,2022-01-27T00:00:00Z,1.84,
V,2022-04-26T00:00:00Z,1.7,
V,2022-07-26T00:00:00Z,1.6,
V,2022-10-25T00:00:00Z,1.86,
V,2023-01-26T00:00:00Z,1.99,
V,2023-04-25T00:00:00Z,2.04,
V,2023-07-25T00:00:00Z,2.0,
V,2023-10-24T00:00:00Z,2.27,
V,2024-01-25T00:00:00Z,2.39,
V,2024-04-23T00:00:00Z,2.29,
V,2024-07-23T00:00:00Z,2.4,
V,2024-10-29T00:00:00Z,2.66,
V,2025-01-30T00:00:00Z,2.58,
V,2025-04-29T00:00:00Z,2.32,
V,2025-07-29T00:00:00Z,2.69,
V,2025-10-28T00:00:00Z,2.62,
V,2026-01-29T00:00:00Z,3.03,
VZ,2021-04-21T00:00:00Z,1.27,1.2885789473684208
VZ,2021-07-21T00:00:00Z,1.4,1.287294117647059
VZ,2021-10-20T00:00:00Z,1.55,1.359
VZ,2022-01-25T00:00:00Z,1.11,5.314300000000001
VZ,2022-04-22T00:00:00Z,1.09,1.3470588235294116
VZ,2022-07-22T00:00:00Z,1.24,1.3229444444444445
VZ,2022-10-21T00:00:00Z,1.17,1.38
VZ,2023-01-24T00:00:00Z,1.56,5.335965517241379
VZ,2023-04-25T00:00:00Z,1.17,1.1959999999999995
VZ,2023-07-25T00:00:00Z,1.1,1.1644375
VZ,2023-10-24T00:00:00Z,1.13,1.1737058823529412
VZ,2024-01-23T00:00:00Z,-0.64,5.096037037037037
VZ,2024-04-22T00:00:00Z,1.09,1.1229375
VZ,2024-07-22T00:00:00Z,1.09,1.1513529411764707
VZ,2024-10-22T00:00:00Z,0.78,1.1899375
VZ,2025-01-24T00:00:00Z,1.19,4.622115384615385
VZ,2025-04-22T00:00:00Z,1.16,1.1462
VZ,2025-07-21T00:00:00Z,1.18,1.1883333333333332
VZ,2025-10-29T00:00:00Z,1.17,1.1886666666666663
VZ,2026-01-30T00:00:00Z,0.55,4.685892857142856
WFC,2021-04-14T00:00:00Z,1.03,0.7284
WFC,2021-07-14T00:00:00Z,1.39,0.7507
WFC,2021-10-14T00:00:00Z,1.18,0.7877
WFC,2022-01-14T00:00:00Z,1.39,2.2647777777777782
WFC,2022-04-14T00:00:00Z,0.92,0.8060000000000002
WFC,2022-07-15T00:00:00Z,0.75,0.8011052631578948
WFC,2022-10-14T00:00:00Z,0.87,1.083368421052631
WFC,2023-01-13T00:00:00Z,0.76,3.4486250000000003
WFC,2023-04-14T00:00:00Z,1.24,1.1323157894736844
WFC,2023-07-14T00:00:00Z,1.26,1.1507142857142858
WFC,2023-10-13T00:00:00Z,1.49,1.170095238095238
WFC,2024-01-12T00:00:00Z,0.87,5.0140714285714285
WFC,2024-04-12T00:00:00Z,1.21,1.10355
WFC,2024-07-12T00:00:00Z,1.35,1.195894736842105
WFC,2024-10-11T00:00:00Z,1.43,1.2250526315789472
WFC,2025-01-15T00:00:00Z,1.45,5.217038461538461
WFC,2025-04-11T00:00:00Z,1.41,1.2459333333333331
WFC,2025-07-15T00:00:00Z,1.61,1.4074999999999998
WFC,2025-10-14T00:00:00Z,1.68,1.5224375
WFC,2026-01-14T00:00:00Z,1.64,5.536615384615383
WMT,2021-02-18T00:00:00Z,-0.74,1.8870578947368424
WMT,2021-05-18T00:00:00Z,0.97,0.4031519999999999
WMT,2021-08-17T00:00:00Z,1.53,0.5201428571428571
WMT,2021-11-16T00:00:00Z,1.11,0.4402962962962962
WMT,2022-02-17T00:00:00Z,1.29,1.8951500000000008
WMT,2022-05-17T00:00:00Z,0.75,0.4938719999999999
WMT,2022-08-16T00:00:00Z,1.88,0.5413481481481481
WMT,2022-11-15T00:00:00Z,-0.66,0.4395
WMT,2023-02-21T00:00:00Z,2.33,2.0088046511627913
WMT,2023-05-18T00:00:00Z,0.62,0.4404827586206896
WMT,2023-08-17T00:00:00Z,2.93,0.570648275862069
WMT,2023-11-16T00:00:00Z,0.17,0.4953931034482758
WMT,2024-02-20T00:00:00Z,2.04,2.181446666666667
WMT,2024-05-16T00:00:00Z,0.63,0.5226833333333333
WMT,2024-08-15T00:00:00Z,0.56,0.6358038461538462
WMT,2024-11-19T00:00:00Z,0.57,0.5333599999999998
WMT,2025-02-20T00:00:00Z,0.65,2.350058536585366
WMT,2025-05-15T00:00:00Z,0.56,0.5786666666666668
WMT,2025-08-21T00:00:00Z,0.88,0.7006896551724137
WMT,2025-11-20T00:00:00Z,0.77,0.6044827586206897
XOM,2021-04-30T00:00:00Z,0.64,0.5798125000000001
XOM,2021-07-30T00:00:00Z,1.1,0.8096666666666665
XOM,2021-10-29T00:00:00Z,1.57,0.9475333333333332
XOM,2022-02-01T00:00:00Z,2.08,4.917454545454545
XOM,2022-04-29T00:00:00Z,1.28,2.1794
XOM,2022-07-29T00:00:00Z,4.21,2.476125
XOM,2022-10-28T00:00:00Z,4.68,2.3588125
XOM,2023-01-31T00:00:00Z,3.09,13.46228125
XOM,2023-04-28T00:00:00Z,2.79,2.6602941176470587
XOM,2023-07-28T00:00:00Z,1.94,2.019705882352941
XOM,2023-10-27T00:00:00Z,2.25,2.3643125
XOM,2024-02-02T00:00:00Z,1.91,10.46115625
XOM,2024-04-26T00:00:00Z,2.06,2.0980625
XOM,2024-08-02T00:00:00Z,2.14,2.1944375000000003
XOM,2024-11-01T00:00:00Z,1.92,1.9067058823529408
XOM,2025-01-31T00:00:00Z,1.72,7.878615384615386
XOM,2025-05-02T00:00:00Z,1.76,1.790529411764706
XOM,2025-08-01T00:00:00Z,1.64,1.9060588235294116
XOM,2025-10-31T00:00:00Z,1.76,2.031470588235294
XOM,2026-01-30T00:00:00Z,1.53,7.946884615384613
ZM,2021-03-01T00:00:00Z,0.91,2.6398750000000004
ZM,2021-06-01T00:00:00Z,0.77,0.3807083333333332
ZM,2021-08-30T00:00:00Z,1.07,0.9560000000000002
ZM,2021-11-22T00:00:00Z,1.14,0.9044444444444444
ZM,2022-02-28T00:00:00Z,1.64,2.96115625
ZM,2022-05-23T00:00:00Z,0.38,1.0435652173913044
ZM,2022-08-22T00:00:00Z,0.15,1.0755217391304348
ZM,2022-11-21T00:00:00Z,0.16,0.83828
ZM,2023-02-27T00:00:00Z,-0.36,3.729567567567568
ZM,2023-05-22T00:00:00Z,0.05,0.8565217391304351
ZM,2023-08-21T00:00:00Z,0.61,0.9016666666666666
ZM,2023-11-20T00:00:00Z,0.47,0.9131363636363636
ZM,2024-02-26T00:00:00Z,0.98,3.5069210526315793
ZM,2024-05-20T00:00:00Z,0.7,1.1904347826086958
ZM,2024-08-21T00:00:00Z,0.71,1.2264166666666665
ZM,2024-11-25T00:00:00Z,0.67,1.3089259259259256
ZM,2025-02-24T00:00:00Z,1.2,5.272085714285713
ZM,2025-05-21T00:00:00Z,0.84,1.3092272727272731
ZM,2025-08-21T00:00:00Z,1.19,1.3185652173913045
ZM,2025-11-24T00:00:00Z,2.05,1.433681818181818
GE,2021-04-27T00:00:00Z,0.0,0.1034285714285714
GE,2021-07-27T00:00:00Z,-0.07,0.2085714285714286
GE,2021-10-26T00:00:00Z,0.54,0.4383076923076923
GE,2022-01-25T00:00:00Z,-3.24,2.8655999999999997
GE,2022-04-26T00:00:00Z,-1.16,0.1890625
GE,2022-07-26T00:00:00Z,-1.12,0.657375
GE,2022-10-25T00:00:00Z,-0.29,0.9581875
GE,2023-01-24T00:00:00Z,1.55,2.229238095238095
GE,2023-04-25T00:00:00Z,6.02,0.1417647058823529
GE,2023-07-25T00:00:00Z,1.1,0.4230555555555556
GE,2023-10-24T00:00:00Z,0.2,0.4572222222222221
GE,2024-01-23T00:00:00Z,1.09,3.1622857142857144
GE,2024-04-23T00:00:00Z,1.59,0.7023333333333333
GE,2024-07-23T00:00:00Z,1.21,0.9860666666666666
GE,2024-10-22T00:00:00Z,1.57,1.1975333333333331
GE,2025-01-23T00:00:00Z,1.77,4.414
GE,2025-04-22T00:00:00Z,1.84,1.284357142857143
GE,2025-07-17T00:00:00Z,1.89,1.3343571428571426
GE,2025-10-21T00:00:00Z,2.06,1.4003571428571429
